trip_id,distance_meters,duration_sec_taken,duration_sec_optimal,origin_lat,origin_lon,destination_lat,destination_lon,polyline
e219a53a-9114-4770-b691-6b64dbf33c6f,1467,398,91,53.9896549,-1.0269008,53.9986782,-1.0426129,izohIbqgEFNBH@H@N?H?FAH?HCHABCFCFEDA@CBMBC?EAg@PWFO@_@b@]b@KPS\[h@Q`@O\GLuAjD_FtLiBdE_E|Ii@zAo@nA{A`Dq@pA?@{@jBgBfDk@dAg@~@}AvCaB~CKP_B~Ck@lAg@`AId@ABi@lA
e219a53a-9114-4770-b691-6b64dbf33c6f,1109,322,82,53.9986782,-1.0426129,54.0046847,-1.0556285,wrqhIhsjEBF@H@J@H?JAJCJCJCHEDCDEFGBEBA?A?EACACAECg@v@CDEBKDo@pAqCfGKVuCtGm@tA{BrFQ`@iBxEGNu@nB{@|Bq@fBi@fB[`AOn@YjAS~@UfAG`@Oz@Kf@k@bDO`AG`@
e219a53a-9114-4770-b691-6b64dbf33c6f,571,338,55,54.0046847,-1.0556285,54.00919949999999,-1.0540789,gxrhItdmEBD@BBB@F?D@HANCHA@ADEBCBC?E?ECAACCCEAEAG?G?E?E?I@E_@a@CEMKQK?AOGSE[EoBOaAO]IKCA?uBo@ABABC?A?AAAAAC?C?Cc@Ws@We@MSEECk@My@O_B_@IAM?G?
e219a53a-9114-4770-b691-6b64dbf33c6f,2324,380,168,54.00919949999999,-1.0540789,54.028067,-1.0400081,otshI~zlE?F?FABCDCBC?A?C?ACCEAE?E?E?E@AKIUQ_@S{@[cFuBi@WSK_@U_@WMKOK_Au@AAw@s@uA}Aw@s@_BqAqBeB_Ay@{@u@wLaKiIsGOMkDiCo@e@}@q@_@Ya@QcBe@{Ci@C?kAM}@QwA]_AY_@Sy@g@QMmByAwDsCsBiAyAeAoBwBWYqB}Bc@e@AEc@m@WY
e219a53a-9114-4770-b691-6b64dbf33c6f,1223,527,126,54.028067,-1.0400081,54.03851539999999,-1.0372862,mjwhI`cjE?@A@A?A?A??AAA?AAAc@h@MJKDMFE@KBS?m@AU?w@Cu@Ge@GG?c@KgA[iAi@iAm@uBiAKGiAi@aA[s@OgCe@iAS_AQsAYeAI}@HM@m@FI@[DcAPu@L{AZoATS@KAIEGG]cACEAEEGa@i@aC}BWW
e219a53a-9114-4770-b691-6b64dbf33c6f,92,84,13,54.03851539999999,-1.0372862,54.0393305,-1.0374048,wkyhI`riEKIC?C?OBoB\E@CACA
e219a53a-9114-4770-b691-6b64dbf33c6f,172,559,25,54.0393305,-1.0374048,54.0400167,-1.035061,ypyhIvriEGGCECI_@oBCQo@sDUiAG[?CG[
e219a53a-9114-4770-b691-6b64dbf33c6f,4449,763,243,54.0400167,-1.035061,54.07767550000001,-1.0282253,cuyhIbdiEWL}@PcBNm@@SEQAw@O[GGAOAKAS?m@Jw@Hy@AYC_@MOEUKSEWAQ@c@B]DcAFaABwIDoBVk@HoAVyAb@sBz@OHu@j@MHwHzDgKnFyE`CQD]Fu@HgDRkCTaDb@iBRU?yCU}J]sBOy@Q_Cg@eF{@aASy@C}RY]EI?IAQECAUEo@Mc@E]EeACiA@m@Eg@GSGc@Ug@YmCkBq@a@ECKGiAi@mBu@aDeAeAi@q@k@UUc@a@yCeFgFsIU]?AiBuCqBaDcBiCgDuFuBeD
e22d81e7-96d0-428b-9596-e69e3dda7502,438,155,109,53.9727245,-0.9445735,53.9719045,-0.9381065999999999,oplhIpnwDCmA?yBFiCLiBR}B`@yDb@}C\cCZuC@S?S?KAWAS
e22d81e7-96d0-428b-9596-e69e3dda7502,1423,363,125,53.9719045,-0.9381065999999999,53.96086829999999,-0.9427487000000001,kklhIdfvDHCLEXQVGJALA\AZAbAI`AIrAOhAOz@MRMHIHSLa@Py@J]LWJKPKd@Eb@C^?b@HVJ^NTDJAHMPq@JYJSNINCR?\Fp@Jl@R\Pv@h@\TPRXd@V^hAhApAbBn@v@\b@P\h@z@l@~@x@xA~@jBd@~@r@vAVX^\d@`@f@b@z@z@rAxAt@z@TLNJ
e22d81e7-96d0-428b-9596-e69e3dda7502,1530,488,142,53.96086829999999,-0.9427487000000001,53.9530091,-0.9584598000000001,mfjhIdcwDLg@Ne@JMDAB?JFVVVVhBdA~AdAdAj@^NjBr@lBx@vCbA|A`@FB@?BDFHVhAV|AR~@b@jBh@xBl@bC^hBRjAXbCLxADz@Bt@D|AF|@FZRr@Nj@Nh@\zBTvAJp@NfAh@xE|@xIx@xGJx@Fd@LPXR
e22d81e7-96d0-428b-9596-e69e3dda7502,3471,790,281,53.9530091,-0.9584598000000001,53.956556,-1.0102798,iuhhIjezDKrAGz@MfB_@jG[zEc@rHk@~IUrDKjBm@rJGv@[pFGjAYrEU|DUbDg@pI]jFE`AK~AGrAAl@Ah@ErBAjB?j@@bA@h@@hA@\FrBBf@\pHJzCBfAFdCBbC?l@@pB?x@A~ACdCEjCAp@GlBCz@KzBGtAEv@InAGp@MdBObBKhAK`AK`AMhAU|Ae@fDaAvG{@|Fm@xDWfBUdBGh@Gl@CZEx@Ef@Ez@Cz@Cp@?`BB`BDrAJfDF`BDdABp@D|AH|A@`@BZBh@Fn@JdAPtBH~@DPDb@BRLrBDv@B|A@f@B|B
e22d81e7-96d0-428b-9596-e69e3dda7502,522,208,33,53.956556,-1.0102798,53.9520827,-1.0119663,okihIfidENPHPHTDNn@l@LJRLHDNB^AbAE`@?b@?f@Bx@Dl@FZF^Fx@PrA^rBh@v@TLBJD^^
e22d81e7-96d0-428b-9596-e69e3dda7502,17314,708,628,53.9520827,-1.0119663,53.8906375,-1.2336477,oohhIxsdEzBn@`A^lAf@HD|Av@|BtAtA`A|@t@nAdA~A|AzA~ArAvA`FnFfFtFdFtFzCbDnDzDtD`EdClC`ChCbEnE`BfBnBtBvEfFvA|A`AhAp@v@r@z@jA|Ar@dA\f@j@z@dAfBdAhB|BvEr@~Ar@dBj@xAd@rA\|@^jALj@\hAbAhDfAtDzBrHpAvE|@lDlAxEbA`ErA`Gj@lCl@rC\~Af@bCb@|Bt@zDn@pDv@jEd@nCZhBp@pETvAVdB^jCHd@Jt@LfAThBLdARzBFr@RxBVfEJtB?NF~@@b@DnA@\DtBBlBB|C?pAAnBCbCChBGlBEfBGpAKtBCd@U`DK~AOtBWrCKjA_@rE[rDa@xE{@pKi@jG_@hE}BlWmArNCTc@jFGl@IfAKfAEt@OpBEl@Et@Gx@Cn@KlBMnCIjCI~CG`CA`BC|AAdAAxE?lDB`DH|FJpDNpEN`DN~BNbCVrDFr@TbCXxCPvBRpAn@zEp@pEZhBf@tCfCvNjAdHz@pFJv@N~@L`Ar@~Fj@`FLjA`@pELvAJpA@HB\BX@Vv@hLRzDHfBTzDN~Ch@fKFx@VvEN~BHrAPtBd@~FVxCLpAN~Ad@nEVrBTpBTdBRhBZlCZhCf@rD`@jD`@rDFn@BZFp@P`CDr@Dt@FpAF|AB~@BnA@nA@pA@nA@jA@pA?nA@lA?pA@lA?r@@pA@lABlADnADpAFnABr@Fz@JdBJnALfBPhCJnAZvFLvBJjBH|AHzAVlENrCN~BJpAFz@TvCThCVdCRlBV`CVbCTnBVdCXdCXbCXfCVpBRjBXvBRjBThBRfBVtBTlBVhBPnATtA\pBd@zBXlAXfAXfAXdAZbA`@pA`@fA^dA^~@`@|@j@pA`@|@^x@b@|@JR`@t@b@v@Xb@X^Zb@Z^h@h@p@n@x@r@z@t@~@x@nAhAfA`Aj@h@XZ\^d@p@b@p@Zd@Tb@j@dAP^t@pAl@hAb@t@n@hAb@r@\n@DFd@x@Vd@x@xAVh@Vb@\r@Xj@n@pA^t@r@zAP^Vh@b@~@j@nAv@~Aj@pA^z@Vr@Vv@\dARx@Lh@Nh@Jb@Nh@FTVfAVbAVfA^bBRx@Jj@d@dC`@vB^nBZbBHd@RbANl@Np@`@vAHXHZJVFTh@tA^z@\t@^x@`@v@bB|Cr@tALVVf@Rd@l@xAHPL`@Xx@FRVt@v@|Bv@|Bb@pAZdAf@vA\|@j@|ARb@\t@l@pAz@~Ap@lAt@tAf@`An@lAj@bAb@x@l@jAp@nAn@jAl@jAh@dAd@|@LXXp@JPPf@JXRh@HVHXJ^Tz@h@zBf@fCTfAJj@Pv@\~AT|@XfAb@xAt@bCj@lBb@vARr@X~@`@zANl@FXDPNr@F`@P|@PlAJ|@BRJfAJhAP|BPdCNhBLjBNnBLrBDl@Bl@DlADrA@d@?^@|@?r@@rA?zG?bD?|C?lC?lD?|B?j@?r@
e22d81e7-96d0-428b-9596-e69e3dda7502,602,472,34,53.8906375,-1.2336477,53.89031620000001,-1.2415332,oo|gIh}oFJn@@\Bd@Bf@Bf@B\Bb@Dh@Fl@Fd@RzAJj@ZzAPp@Vx@Xr@Xv@LZLZDPDNDLBPF`@B`@BT?T?X?XAPAP?JCXCNCJCPCJABO^ENILCFGJ]h@]d@KLEHIJMVGNKVENENGZ
e22d81e7-96d0-428b-9596-e69e3dda7502,1126,582,107,53.89031620000001,-1.2415332,53.8871282,-1.2575542,om|gIpnqFGp@E`AAp@?`@@V?PAJCNTzAHf@Hb@^nBbA~E|AfHHf@n@xCHb@F^RxAJz@Ff@?DH~@FfAFhAL`B@RB\L~@`@dCDZDZFv@NxBVjDDh@BXBPD^V`CBZHjAHx@?@TtBJf@p@nC
e22d81e7-96d0-428b-9596-e69e3dda7502,2884,693,187,53.8871282,-1.2575542,53.90749650000001,-1.2812425,qy{gItrtFURGDMNKLGJGHGNKTGLCTAN@V@PB`@Ij@CNADCFEJEHGHIJKHYT]XGDMLYX]`@m@x@IH_@^IDy@d@[Py@h@WTMLKJOVg@t@u@`AA@o@n@URQVSZQb@Od@Oh@Sx@CFe@vAsAjD[|@_@|@e@z@[h@aAzAe@v@}@|Ao@jA}AlDc@fAaA~BWr@Oj@Kh@Qz@]vBIf@WdAK`@GPc@~@e@p@o@v@a@b@q@z@g@|@{@bBs@vAc@r@wBfCiA`By@nAg@lAk@tA{@pB]f@cAbA{@b@wB`AqBj@yCt@mBb@qB^{@Ng@?YEgBU}@@{@Jm@T]Py@h@}BhBaC~AoAx@
e22d81e7-96d0-428b-9596-e69e3dda7502,619,46,37,53.90749650000001,-1.2812425,53.9130019,-1.2812402,{x_hIvfyFa@X_A`@m@LgBJwCF]@c@AgAQaBWaBWiAW_@?u@HwAHk@C[Gm@K
e22d81e7-96d0-428b-9596-e69e3dda7502,1953,674,117,53.9130019,-1.2812402,53.9160648,-1.3101596,g{`hIvfyFIn]?t@?fAFfBB~A@bE@`@Dp@LdCBp@@r@?~@G|AGdAGh@y@tJGbAGxAG|AE|AE|@AXI~@I~@[nBq@jEKz@Ij@M~@KjAO`Cc@dHUbEQ~CS|CI`AEb@O`A]fCa@tBUvAOfAEZK`AUxBMjAG`@QdAc@lBOj@A`@?d@?b@@T
e22d81e7-96d0-428b-9596-e69e3dda7502,262,284,23,53.9160648,-1.3101596,53.9170458,-1.3133905,knahIn{~FDFBD@F?@@H@H?F?FANCJCF?BGFGDE@E?w@j@]hAG^WpB_@jCY|B
e22d81e7-96d0-428b-9596-e69e3dda7502,1688,493,108,53.9170458,-1.3133905,53.9315744,-1.3076462,qtahIto_GOCeB[uA[sBe@yAOgAKyAW_@I[M_Ae@wA_Ak@]cAs@{@}@k@o@cA}AsAqBiAqAg@c@s@a@]S]IgAGaCC_CGyDg@gD[qDi@{CUkBWkAUcDm@_Dm@
e22d81e7-96d0-428b-9596-e69e3dda7502,297,517,34,53.9315744,-1.3076462,53.9311942,-1.3121239,iodhIxk~F?X?\FvCDtCLjDJrBFrAL`BL`A
f1a9ee87-6f92-4a3a-a891-77e115547dde,198,56,49,53.90914429999999,-0.7025479,53.9076993,-0.7008890999999999,cc`hI|ehCn@g@TSZg@r@wAj@aAPYRWNQFEFCF?FAF@
f1a9ee87-6f92-4a3a-a891-77e115547dde,2016,296,178,53.9076993,-0.7008890999999999,53.90680570000001,-0.7288517999999999,cz_hIp{gCRpDD~@Fz@@H?JFpAPnCXdFLfBf@lFFnAFhADp@FhADr@Fn@Fh@Jl@F^Ll@Jr@DTBR@d@@`@?F?\AXCXC\GZIVCFGNORc@f@[Z[\MTKXELABEXGbAMbEEbCClF?zD?xA?jABv@Bl@Df@H`ANdARlAXrAb@rBXvA\rBF^ZjBZvBVjBJdAJdBBx@HhAB`@RbBR~ARnANz@Jl@Fr@Fz@@d@AJ?JCDABCJIN{CrDc@d@]`@Q\GV
f1a9ee87-6f92-4a3a-a891-77e115547dde,184,410,23,53.90680570000001,-0.7288517999999999,53.90701079999999,-0.7313921999999999,qt_hIhjmCPLBBBBDL@H@J@F@J?N?NCVE\ETKr@ShBUrBIn@
f1a9ee87-6f92-4a3a-a891-77e115547dde,1352,233,115,53.90701079999999,-0.7313921999999999,53.90374079999999,-0.7510650999999999,yu_hIdzmCz@`Gf@tDPjARzAPrAXjBTvA\lBp@|Dj@zETnBXfCVfCh@lGVxC\|DNbBHz@JpAHrAFrAD|@D~@DnA@lA?pB?hA@fABbABp@FvABb@@j@?nA?\@\BT@HBJBNDNFTZr@
f1a9ee87-6f92-4a3a-a891-77e115547dde,347,43,31,53.90374079999999,-0.7510650999999999,53.9013696,-0.7537065,ka_hIduqCl@xAFNBBBFFDHFDBFBJBPBJ?J?N@B@D@HBHFDD@BDJHPb@rA^hAHTNd@FRLZ@HDHDHDDBBJ?JCHCDCXSLCDBFDTh@
f1a9ee87-6f92-4a3a-a891-77e115547dde,3578,327,219,53.9013696,-0.7537065,53.9205377,-0.7968471,qr~gIterCg@z@k@~@S`@C@oBpDsAjCUd@Wh@m@jA{@hB{@dBeAvBaApBoAfC_BfDwAtCoAhC{BtEqBbE{A|C{@jBmAvCg@pAeArCoBlF}BrGYz@qAxDsD~KKVoAxDADcChHaCnHsBtG_CpHoBjGgBlFEJ{@`CCFEJ{@zBUh@mAlCyA~CeA`Ck@`B?@m@rBUbAQr@O|@QdAUbBUlBMhAKjAOvAStBe@zE[jC]dCSnAYbBUnA[zA]`BCHGTQn@
f1a9ee87-6f92-4a3a-a891-77e115547dde,15167,1313,849,53.9205377,-0.7968471,53.956556,-1.0102798,kjbhIhszCH?D@B@BBBBBBBDBD@D@DBF?F@F?F?F?F?FAFAFAFAFCDCDA@A@CBCBC@C@E@C?E?CACAEACCCEIMKTUl@Y`AYdAe@fBkBhHcBrGwArFq@nCm@|B_BfG_BpG_AjD[jAk@vBo@|BGTmBbHgAzDsA~EuAdFo@~Bg@hBI\aAnDa@xAUz@eAzEg@fCUhAUdA]jBy@zEABM|@}@bGm@lE_@xCIh@[lCEZ_AnH}@jHiAvIS`Be@rDe@tD{@vGw@jGM~@a@jD[|BKn@i@bEc@fDKt@m@zE_ApHWtBYpB_AvH}@lHg@bEq@lFc@rDm@vEi@~Dg@xDWjBa@bDWdBUtAa@bCWrA[xA_@~A_@|AWbAIV]lAQn@[~@o@lBs@rBu@lBm@tAu@fBs@xAkAxB_@n@c@t@w@hA}@jAwAhBA@_@d@cArAuAjB}@vAe@|@]v@MXOZMZ_@dA_@lA_@pAOn@Qv@WpAMx@O`AM|@UlBGt@EXKzAInAEl@EdAM`EErAIjCI|BGrACj@Gt@Gr@I|@It@Gl@G^YnBO`AI\Mp@o@vC{@nEY`BYlBUbBUlBOnAQ|AI|@KhAG`AEp@GdA_@tFG|@OzBk@tJGjASpDa@~G_@tG[zFUfEAV[nFk@dHI~@Gh@O|ASzA_@hCy@lFEXc@`C_@lBa@rBc@nBa@|Ac@`BeAzDc@zA_@xAc@nBCJWnAQdAEXYxBGb@Gn@Eb@Gr@ItAG~@IzAs@xLKtAMrAKr@Kt@Id@Kh@[nA{@fDYjAU`AMl@I`@G^Kx@CRIr@Cb@CN?LCTA^C^Ah@Af@?nAA|A?dB?x@@tA?R@X@f@@\B^Db@D`@Fb@\jCL|@Jl@Jl@Lj@Np@Tz@Pj@Nh@Vv@hBnF|@jCJ\X`AJ^FVDRHb@Nv@N`ATdBBRPlBFl@Dl@NjDZnGFhBJrBp@vNDhA@r@B|A?fB?~@CnACd@Ad@Cn@Ev@E`AKrAQhBMbA[dCm@nDCTU|AOfAK|@OpAQfBQfBqAzNEd@MzA[bD]|DYfDOfB]tDUnCw@zIUhCWvCS|BUpCEh@KrAGz@MfB_@jG[zEc@rHk@~IUrDKjBm@rJGv@[pFGjAYrEU|DUbDg@pI]jFE`AK~AGrAAl@Ah@ErBAjB?j@@bA@h@@hA@\FrBBf@\pHJzCBfAFdCBbC?l@@pB?x@A~ACdCEjCAp@GlBCz@KzBGtAEv@InAGp@MdBObBKhAK`AK`AMhAU|Ae@fDaAvG{@|Fm@xDWfBUdBGh@Gl@CZEx@Ef@Ez@Cz@Cp@?`BB`BDrAJfDF`BDdABp@D|AH|A@`@BZBh@Fn@JdAPtBH~@DPDb@BRLrBDv@B|A@f@B|B
f1a9ee87-6f92-4a3a-a891-77e115547dde,522,323,33,53.956556,-1.0102798,53.9520827,-1.0119663,okihIfidENPHPHTDNn@l@LJRLHDNB^AbAE`@?b@?f@Bx@Dl@FZF^Fx@PrA^rBh@v@TLBJD^^
f1a9ee87-6f92-4a3a-a891-77e115547dde,10860,748,393,53.9520827,-1.0119663,53.91977,-1.1528117,oohhIxsdEzBn@`A^lAf@HD|Av@|BtAtA`A|@t@nAdA~A|AzA~ArAvA`FnFfFtFdFtFzCbDnDzDtD`EdClC`ChCbEnE`BfBnBtBvEfFvA|A`AhAp@v@r@z@jA|Ar@dA\f@j@z@dAfBdAhB|BvEr@~Ar@dBj@xAd@rA\|@^jALj@\hAbAhDfAtDzBrHpAvE|@lDlAxEbA`ErA`Gj@lCl@rC\~Af@bCb@|Bt@zDn@pDv@jEd@nCZhBp@pETvAVdB^jCHd@Jt@LfAThBLdARzBFr@RxBVfEJtB?NF~@@b@DnA@\DtBBlBB|C?pAAnBCbCChBGlBEfBGpAKtBCd@U`DK~AOtBWrCKjA_@rE[rDa@xE{@pKi@jG_@hE}BlWmArNCTc@jFGl@IfAKfAEt@OpBEl@Et@Gx@Cn@KlBMnCIjCI~CG`CA`BC|AAdAAxE?lDB`DH|FJpDNpEN`DN~BNbCVrDFr@TbCXxCPvBRpAn@zEp@pEZhBf@tCfCvNjAdHz@pFJv@N~@L`Ar@~Fj@`FLjA`@pELvAJpA@HB\BX@Vv@hLRzDHfBTzDN~Ch@fKFx@VvEN~BHrAPtBd@~FVxCLpAN~Ad@nEVrBTpBTdBRhBZlCZhCf@rD`@jD`@rDFn@BZFp@P`CDr@Dt@FpAF|AB~@BnA@nA@pA@nA@jA@pA?nA@lA?pA@lA?r@@pA@lABlADnADpAFnABr@Fz@JdBJnALfBPhCJnAZvFLvB
f1a9ee87-6f92-4a3a-a891-77e115547dde,282,209,21,53.91977,-1.1528117,53.9191878,-1.1524105,qebhI`d`FFH@B@B@FDh@Fl@Hd@BLFPLVLNFDFDNBJ@HAFAJEJGHKLOLUF[BUBQ?Q?MAUAOCOAGEOCIGMEGEIIKQKICGAOC
f1a9ee87-6f92-4a3a-a891-77e115547dde,146,568,13,53.9191878,-1.1524105,53.9204945,-1.1524493,}abhIpa`FoAGwAE]?_@FMBOH
f1a9ee87-6f92-4a3a-a891-77e115547dde,1916,182,103,53.9204945,-1.1524493,53.93599039999999,-1.1447632,ajbhIxa`FCBADCBCBABCBC@C@C@A?A?A?C?A?A?CACACACCCCCCCEAEAGACAEAE?EAE?E?E?IUuAIg@_@y@We@e@{@MSWa@Ye@c@o@g@s@oA{Aw@_AcAsA_AiAyAkBaAiAgByBo@u@m@q@u@s@w@s@y@m@YU_@Ua@YWM]S]Qk@Wy@[g@Qg@Qm@O_AS_@G]Go@G_@E_AEk@CqA?{AFcCLyEVK?aBJyCNK@}@DS@yAH[@{@Dw@Dw@FcA`@
f1a9ee87-6f92-4a3a-a891-77e115547dde,4193,652,237,53.93599039999999,-1.1447632,53.97245729999999,-1.1436388,}jehIvq~EABAB?BABA@ABA@ABCDCDEBEBEBE@E?C?E?EACAECCCCCEEAEuA_@m@B_BHg@D[BaCXe@F{AXG?}Bb@uAVuAV}@N}@R}@No@LaAN}@Pg@JeBZkAT_APmATaAN_APo@LmAT}Bb@_BZmAR}B`@}@R_BV}AZoATmB\mATqATm@J}AZmB\_BXmAToAV_ANmATmB^mCf@qB^CHC@A@CBMHMDKB?@A@?@?@A@?@A@A??@A@A??@A?A@A?A?A?A?A?A?A??AAAA?AAAA?AAA?AA?]EC?CAEGk@D_BLqAL_BLoAJoBNkBNeBNoAJo@FqAHw@@Y?_@A_@C]Ck@Gg@I]I]Im@Sc@O]O]Q]S_@Sg@]]Wm@g@u@k@CE{BaBuAgAeBoAuAeAiAu@iAy@yAaAcAs@oAw@wBuAyA}@gC{AeCwAmAu@{CaBQAK?KCKC
